"Lab_Number","Station_ID","Sampled_by","Sample_Date","Sample_Time","Date_received","Sample_Year","Sample_Month","EC_uS.cm","pH","TDS_ppm","Sum_TDS_ppm","TSS_ppm","Na_ppm","K_ppm","Ca_ppm","Mg_ppm","CO3_ppm","HCO3_ppm","Alk_ppm","Cl_ppm","SO4_ppm","SiO2_ppm","F_ppm","Total_P","Total_Dissolved_P","NH3_N","NO3_NO2_asN","Total_N","As","Be","Cd","Cr","Cu","Mn","Mo","Ni","Pb","Zn","Al","Fe","Se"
210527,"R-D-S","JM",2021-04-21,"1030",2021-04-23,"2021","April",1352,8.46,688,727.609,2,207.5,5.359,49.76,14.5,1.4,181.536,148.8,308,39.6,13.6,0.16,0.0386,0.0287,0.0062,0.01,0.244,8.12,1.2,1.6,1.67,2.02,2.57,2.8,8.16,8,19.2,2.86,2.22,30.58
210528,"R-D-B","JM",2021-04-21,"1030",2021-04-23,"2021","April",1354,7.8,646,731.478,2,213.4,5.361,48.96,14.7,1.4,173.728,142.4,309,39.2,15.2,0.15,0.0459,0.0482,0.015,0.217,0.428,8.12,1.2,1.6,1.67,2.02,2.57,2.8,8.16,8,19.2,2.86,2.22,34.34
210529,"R-M-S","JM",2021-04-21,"955",2021-04-23,"2021","April",1361,8.4,686,715.392,2,205.4,5.301,48.88,14.6,1.4,175.68,144,303,38.3,13.5,0.16,0.0312,0.0272,0.0075,0.011,0.236,8.12,1.2,1.6,1.67,2.02,2.57,2.8,8.16,8,19.2,2.86,2.22,32.27
210530,"R-M-B","JM",2021-04-21,"955",2021-04-23,"2021","April",1432,7.67,689,773.178,2.66666666666666,226,5.77,49.8,14.8,1.4,183.488,150.4,330,40.9,15.4,0.16,0.0923,0.0382,0.0096,0.268,0.477,8.12,1.2,1.6,1.67,2.02,2.57,2.8,8.16,8,19.2,2.86,2.22,31.4
210531,"R-WH-S","JM",2021-04-21,"915",2021-04-23,"2021","April",1389,8.34,653,730.39,2.95454545454546,210,5.37,48.5,15.9,1.4,178.608,146.4,308,41.2,13.5,0.13,0.0876,0.0145,0.0091,0.08,0.437,8.12,1.2,1.6,1.67,2.02,2.57,2.8,8.16,8,19.2,2.86,2.22,30.8
210532,"R-WH-B","JM",2021-04-21,"915",2021-04-23,"2021","April",1432,7.77,612,762.38,24.8863636363636,221,5.58,48.6,15,1.4,178.608,146.4,329,40.6,14.5,0.16,0.0715,0.0258,0.0325,0.26,0.603,8.12,1.2,1.6,1.67,2.02,19.32,2.8,8.16,8,21.84,2.86,4.59,29.02
210533,"S-BC-B","JM",2021-04-22,"715",2021-04-23,"2021","April",1497,8.47,792,795.987,6.15384615384615,238,6.47,47.3,16.1,11.52,163.968,144,344,42.5,15.2,0.29,0.0504,0.0124,0.0093,0.017,0.581,8.12,1.2,1.6,1.67,2.02,2.57,2.8,8.16,8,19.2,2.86,6.5,26.46
210534,"S-BR-S","JM",2021-04-22,"815",2021-04-23,"2021","April",1504,8.6,802,800.912,4.41860465116279,238,6.46,44.8,16.2,9.6,159.088,138.4,353,44,15.4,0.28,0.0855,0.0052,0.0163,0.012,0.646,8.12,1.2,1.6,1.67,2.89,2.57,2.8,8.16,8,29.04,2.86,3.72,34.6
210535,"S-MD-S","JM",2021-04-22,"745",2021-04-23,"2021","April",1502,8.62,797,800.543,4.44444444444444,240,9.19,44.9,16.1,19.2,149.328,138.4,349,43.07,15.2,0.3,0.0406,0.0191,0.0104,0.043,0.555,8.12,1.2,1.6,1.67,2.87,2.57,2.8,8.16,8,21.7,2.86,4.27,40.04
210536,"S-MD-B","JM",2021-04-22,"745",2021-04-23,"2021","April",1498,7.89,796,790.804,2,231,6.03,47.4,15.6,1.4,183.488,150.4,343,41.9,15.6,0.3,0.0558,0.0413,0.0643,0.034,0.431,8.12,1.2,1.6,1.67,2.02,2.57,2.8,8.16,8,19.2,2.86,2.22,27.3
220685,"B-BC-S","AQ",2022-05-16,"1335",2022-05-17,"2022","April",640,8.47,363,389.672,9.68421052631578,44.39,3.77,42.88,34.68,1.4,299.632,245.6,32.1,62.2,22.29,0.299,0.066,0.0154,0.00705,0.008,0.419,30.7,3.36,7.04,5.44,1.07,14.2,4.06,7.66,29,544,181,1.85,27.8
220686,"B-BC-B","AQ",2022-05-16,"1351",2022-05-17,"2022","April",630,7.99,379,388.721,15.8,37.4,10.59,48.07,32.74,1.4,309.392,253.6,30.977,54.6,22.18,0.284,0.1174,0.0739,0.0098,0.008,0.2475,30.7,3.36,7.04,5.44,0.76,194,4.06,7.66,29,544,181,1.63,27.8
220687,"B-D-S","AQ",2022-05-16,"1420",2022-05-17,"2022","April",561,8.57,252,331.479,4.04040404040404,36.24,2.84,37.06,31.09,14.4,251.808,218.4,24.467,48.9,19.84,0.273,0.0298,0.0152,0.0065,0.008,0.2705,30.7,3.36,7.04,5.44,1.34,14.2,4.06,7.66,29,544,181,10.72,27.8
220688,"B-D-B","AQ",2022-05-16,"1441",2022-05-17,"2022","April",575,8.04,331,339.013,9.375,33.17,3.1,44.78,30.07,1.4,288.896,236.8,21.064,46.5,18.06,0.273,0.0569,0.0398,0.0062,0.189,0.3825,30.7,3.36,7.04,5.44,0.8,14.2,4.06,7.66,29,544,181,2.51,27.8
220689,"B-M-S","AQ",2022-05-16,"1510",2022-05-17,"2022","April",555,8.57,330,330.732,3.94736842105263,35.1,2.74,36.78,31.08,19.2,250.832,221.6,22.98,49.4,19.69,0.274,0.0281,0.0268,0.0036,0.008,0.2635,30.7,3.36,7.04,5.44,0.86,14.2,4.06,7.66,29,544,181,1.63,27.8
220690,"B-M-B","AQ",2022-05-16,"1518",2022-05-17,"2022","April",579,8.13,335,334.296,6.14457831325301,32.81,2.96,44.48,29.88,1.4,280.112,229.6,21.2,46.7,18.46,0.276,0.0417,0.0348,0.0121,0.046,0.28,30.7,3.36,7.04,5.44,0.78,14.2,4.06,7.66,29,544,181,4.44,27.8
220691,"B-MBL-S","AQ",2022-05-16,"1535",2022-05-17,"2022","April",553,8.58,315,335.142,4.6987951807229,35.15,2.72,37.48,31.95,16.32,260.592,227.2,22.3,49.7,19.52,0.271,0.0304,0.0215,0.0102,0.008,0.2855,30.7,3.36,7.04,5.44,1.02,14.2,4.06,7.66,29,544,181,1.63,27.8
230962,"A-BHC-S","AQ",2023-07-12,"1405",2023-07-13,"2023","July",1360,8.88,741,715.053,4.66666666666672,210.7,6.77,32.03,15.34,19.2,114.192,109.6,327.201,40.632,16.6,0.3,0.04,0.005,0.002,0.02,0.633,30.7,3.36,7.04,5.44,0.98,14.2,4.06,7.66,29,544,181,9.03,27.8
230963,"A-BHC-B","AQ",2023-07-12,"1415",2023-07-13,"2023","July",1293,7.83,708,674.128,3.69565217391302,188.1,6.39,39.51,13.45,1.4,155.184,127.2,296.669,36.075,17.53,0.258,0.027,0.008,0.002,0.084,0.461,30.7,3.36,7.04,5.44,0.57,14.2,4.06,7.66,29,544,181,4.83,27.8
230964,"A-D-S","AQ",2023-07-12,"1240",2023-07-13,"2023","July",1363,8.6,733,711.791,5.65217391304347,202.6,6.65,37.78,14.88,9.6,143.472,125.6,319.824,37.963,16.74,0.268,0.034,0.005,0.002,0.008,0.55,30.7,3.36,7.04,5.44,0.85,14.2,4.06,7.66,29,544,181,3.33,27.8
230965,"A-D-B","AQ",2023-07-12,"1255",2023-07-13,"2023","July",1365,8.75,727,715.596,7.65957446808509,206,6.61,37.06,15.03,9.6,143.472,125.6,320.654,37.967,16.91,0.279,0.037,0.005,0.002,0.008,0.58,30.7,3.36,7.04,5.44,1.13,14.2,4.06,7.66,29,544,181,7.14,27.8
230966,"A-M-S","AQ",2023-07-12,"1330",2023-07-13,"2023","July",1374,8.72,757,716.801,5.89473684210529,203.8,6.8,37.1,15.21,6.72,143.472,123.2,324.532,38.358,17.07,0.286,0.029,0.005,0.002,0.011,0.677,30.7,3.36,7.04,5.44,0.64,14.2,4.06,7.66,29,544,181,4.31,27.8
230967,"A-M-B","AQ",2023-07-12,"1340",2023-07-13,"2023","July",1370,8.48,749,715.419,4.58333333333337,205,6.12,38.29,15.29,1.4,153.232,125.6,320.388,37.79,17.2,0.274,0.023,0.005,0.002,0.008,0.462,30.7,3.36,7.04,5.44,1.31,14.2,4.06,7.66,29,544,181,10.76,27.8
230968,"A-TMI-S","AQ",2023-07-12,"1150",2023-07-13,"2023","July",1338,8.94,731,692.574,4.78260869565215,203.7,6.47,28.01,14.99,10.56,112.24,100.8,324.121,38.294,16.5,0.282,0.055,0.007,0.002,0.009,0.731,30.7,3.36,7.04,5.44,3.31,14.2,4.06,7.66,29,544,181,30.53,27.8
230969,"B-BC-S","AQ",2023-07-11,"1325",2023-07-12,"2023","July",333,8.88,205,204.886,4.44444444444444,20.52,2.44,29.78,14.38,15.36,164.944,148,18.179,15.408,15.39,0.191,0.033,0.012,0.0469,0.008,0.442,30.7,3.36,7.04,5.44,0.74,57.09,4.06,7.66,29,544,181,17.6,27.8
230970,"B-BC-B","AQ",2023-07-11,"1325",2023-07-12,"2023","July",321,8.04,197,186.005,6.30434782608697,14.03,1.81,31.19,14.37,1.4,170.8,140,9.442,15.568,15.58,0.193,0.04,0.015,0.0071,0.015,0.343,30.7,3.36,7.04,5.44,1.49,14.2,4.06,7.66,29,544,181,6.75,27.8
230971,"B-D-S","AQ",2023-07-11,"1414",2023-07-12,"2023","July",274,9.17,176,180.897,1.53846153846158,12.86,1.76,27.62,12.29,36.48,143.472,148,10.729,11.511,15.29,0.17,0.033,0.008,0.0194,0.037,0.557,30.7,3.36,7.04,5.44,2.05,14.2,4.06,7.66,29,544,181,43.71,27.8
230972,"B-D-B","AQ",2023-07-11,"1435",2023-07-12,"2023","July",218,7.88,157,138.382,17.3626373626373,6.98,1.85,24.87,9.06,1.4,123.952,101.6,4.78,7.285,22.47,0.127,0.155,0.09,0.0095,0.127,0.6,30.7,3.36,7.04,5.44,0.57,14.2,4.06,7.66,29,544,181,41.44,27.8
230974,"B-M-S","AQ",2023-07-11,"1450",2023-07-12,"2023","July",272,9.02,171,168.77,3.11111111111112,11.76,1.59,27.27,12.31,19.2,144.448,134.4,9.083,11.212,14.9,0.172,0.016,0.005,0.0066,0.008,0.293,30.7,3.36,7.04,5.44,2.54,14.2,4.06,7.66,29,544,181,46.52,27.8
230975,"B-M-B","AQ",2023-07-11,"1505",2023-07-12,"2023","July",228,7.76,191,137.84,23.2323232323232,7.15,1.79,25.93,9.57,1.4,119.072,97.6,5.016,7.535,22.21,0.127,0.167,0.084,0.0105,0.079,0.651,30.7,3.36,7.04,5.44,1.55,14.2,4.06,7.66,29,544,201,102.7,27.8
230976,"B-MBL-S","AQ",2023-07-11,"1530",2023-07-12,"2023","July",271,9,154,176.931,2.60869565217395,11.17,1.55,27.91,12.24,28.8,153.232,149.6,7.935,11.211,15.15,0.163,0.027,0.009,0.002,0.008,0.492,30.7,3.36,7.04,5.44,0.76,14.2,4.06,7.66,29,544,181,4.92,27.8
230977,"C-BCF-S","AQ",2023-07-13,"1110",2023-07-14,"2023","July",1362,7.9,738,705.158,2.42424242424246,200.5,5.69,40.32,14.57,1.4,155.184,127.2,314.124,36.698,16.91,0.251,0.037,0.005,0.002,0.026,0.568,30.7,3.36,7.04,5.44,0.6,14.2,4.06,7.66,29,544,181,9.07,27.8
230978,"C-BD-S","AQ",2023-07-13,"1025",2023-07-14,"2023","July",1359,7.88,726,694.607,2.5742574257426,191.2,5.76,39.72,14.41,1.4,162.992,133.6,309.815,36.365,17.12,0.249,0.02,0.005,0.002,0.057,0.375,30.7,3.36,7.04,5.44,0.99,14.2,4.06,7.66,29,544,181,4.48,27.8
230979,"C-D-S","AQ",2023-07-13,"1140",2023-07-14,"2023","July",1357,8.02,702,700.608,2.44897959183671,196.2,5.95,40.56,14.56,1.4,153.232,125.6,314.545,36.659,16.74,0.253,0.032,0.005,0.0042,0.034,0.514,30.7,3.36,7.04,5.44,1,14.2,4.06,7.66,29,544,181,9.66,27.8
230980,"C-D-B","AQ",2023-07-13,"1155",2023-07-14,"2023","July",1348,7.74,707,704.483,2.65306122448982,195.7,5.94,42.2,14.47,1.4,167.872,137.6,309.981,36.257,17.34,0.234,0.034,0.012,0.04,0.035,0.474,30.7,3.36,7.04,5.44,0.66,14.2,4.06,7.66,29,544,181,6.85,27.8
230981,"C-M-S","AQ",2023-07-13,"1215",2023-07-14,"2023","July",1362,7.98,728,708.685,2,199,6.23,39.97,14.64,1.4,160.064,131.2,316.938,36.77,16.38,0.251,0.032,0.008,0.002,0.037,0.545,30.7,3.36,7.04,5.44,1.99,27,4.06,7.66,29,544,181,15.6,27.8
230982,"GR-D-S","AQ",2023-07-13,"835",2023-07-14,"2023","July",930,7.95,516,490.17,9.55555555555552,126.6,4.54,36.27,13.23,1.4,151.28,124,192.045,25.431,17.61,0.224,0.079,0.039,0.0199,0.044,0.526,30.7,3.36,7.04,5.44,1.03,14.2,4.06,7.66,29,544,181,19.92,27.8
230983,"R-CRS-S","AQ",2023-07-12,"950",2023-07-13,"2023","July",744,8.86,403,399.146,4.3956043956044,97.35,3.46,32.96,9.89,19.2,123.952,117.6,146.089,23.228,15.6,0.159,0.013,0.005,0.002,0.009,0.358,30.7,3.36,7.04,5.44,0.84,14.2,4.06,7.66,29,544,181,17.79,27.8
230984,"R-CRS-B","AQ",2023-07-12,"1005",2023-07-14,"2023","July",840,7.86,455,440.786,2,109.2,3.58,35.7,10.23,1.4,141.52,116,170.918,24.471,17.08,0.175,0.024,0.007,0.002,0.008,0.27,30.7,3.36,7.04,5.44,0.91,14.2,4.06,7.66,29,544,181,7.64,27.8
230985,"R-D-S","AQ",2023-07-12,"910",2023-07-14,"2023","July",742,8.52,447,387.968,3.19999999999999,96.4,3.23,31.9,9.61,7.68,116.144,101.6,146.871,23.14,15.85,0.156,0.02,0.005,0.002,0.008,0.406,30.7,3.36,7.04,5.44,0.97,14.2,4.06,7.66,29,544,181,18.07,27.8
230986,"R-D-B","AQ",2023-07-12,"925",2023-07-13,"2023","July",1066,7.84,598,549.145,2.81249999999999,144.9,4.55,37.57,12.08,1.4,143.472,117.6,232.66,29.306,17.47,0.197,0.045,0.027,0.002,0.049,0.464,30.7,3.36,7.04,5.44,1.58,14.2,4.06,7.66,29,544,181,11.82,27.8
230987,"R-M-S","AQ",2023-07-12,"840",2023-07-14,"2023","July",740,8.74,404,388.109,2.94736842105264,94.95,3.24,32.32,9.71,1.4,123.952,101.6,147.755,23.166,16,0.151,0.018,0.005,0.0259,0.008,0.398,30.7,3.36,7.04,5.44,0.94,14.2,4.06,7.66,29,544,181,24.43,27.8
230988,"R-M-B","AQ",2023-07-12,"850",2023-07-14,"2023","July",1139,7.78,643,589.131,3.33333333333338,160.3,4.76,38.82,12.96,1.4,143.472,117.6,252.274,31.253,18.13,0.195,0.049,0.035,0.003,0.074,0.538,30.7,3.36,7.04,5.44,1.73,14.2,4.06,7.66,29,544,181,14.57,27.8
230989,"R-WH-S","AQ",2023-07-12,"800",2023-07-14,"2023","July",738,8.79,417,391.067,2,94.59,3.14,32.54,9.53,17.28,114.192,108,147.438,22.429,16.59,0.153,0.017,0.005,0.002,0.01,0.391,30.7,3.36,7.04,5.44,0.8,14.2,4.06,7.66,29,544,181,23.95,27.8
230990,"R-WH-B","AQ",2023-07-12,"815",2023-07-14,"2023","July",806,8.16,465,423.316,2.10526315789474,105.4,3.41,34.15,9.93,1.4,133.712,109.6,163.842,23.71,17.08,0.151,0.025,0.009,0.002,0.034,0.231,30.7,3.36,7.04,5.44,1.11,14.2,4.06,7.66,29,544,181,6.41,27.8
230991,"S-BC-S","AQ",2023-07-13,"640",2023-07-14,"2023","July",1396,8.15,773,716.71,2.82828282828284,204.9,6.03,39.2,14.76,1.4,153.232,125.6,322.726,37.363,16.25,0.273,0.042,0.005,0.0067,0.121,0.704,30.7,3.36,7.04,5.44,0.81,14.2,4.06,7.66,29,544,181,6.39,27.8
230992,"S-BR-S","AQ",2023-07-13,"745",2023-07-14,"2023","July",1390,8.17,791,719.037,4.64646464646467,204.6,6.25,38.13,15.08,1.4,153.232,125.6,326.259,37.733,15.59,0.26,0.038,0.03,0.002,0.035,0.789,30.7,3.36,7.04,5.44,1.02,14.2,4.06,7.66,29,544,181,4.2,27.8
230994,"S-MD-S","AQ",2023-07-13,"710",2023-07-14,"2023","July",1394,8.01,777,716.93,3.83838383838379,203.2,6.14,37.78,15.08,1.4,151.28,124,326.833,37.744,15.73,0.273,0.026,0.005,0.004,0.023,0.818,30.7,3.36,7.04,5.44,0.7,14.2,4.06,7.66,29,544,181,3.94,27.8
230995,"S-MD-B","AQ",2023-07-13,"730",2023-07-14,"2023","July",1367,7.68,753,703.246,2,193,5.95,41.38,14.88,1.4,162.992,133.6,314.64,36.024,17.12,0.257,0.038,0.031,0.0612,0.092,0.467,30.7,3.36,7.04,5.44,0.57,14.2,4.06,7.66,29,544,181,2,27.8
220974,"A-BHC-S","AQ",2022-07-12,"1625",2022-07-14,"2022","July",1427,8.83,880,865.381,3.63636363636362,228.6,54.22,37.67,15.8,7.68,142.496,123.2,396.4,41.738,16.98,0.292,0.017,0.005,0.0204,0.053,0.561,30.7,3.36,7.04,5.44,0.57,14.2,4.06,7.66,29,544,181,1.63,27.8
220975,"A-BHC-B","AQ",2022-07-12,"1638",2022-07-14,"2022","July",1455,7.77,795,791.104,3.50515463917529,224.6,7.11,48.33,15.58,1.4,183.488,150.4,347.5,40.839,16.37,0.251,0.0248,0.005,0.1073,0.535,0.446,30.7,3.36,7.04,5.44,0.6,14.2,4.06,7.66,29,544,181,3.45,27.8
220976,"A-D-S","AQ",2022-07-12,"1440",2022-07-14,"2022","July",1425,8.87,776,768.409,3.26086956521739,227.2,6.93,37.32,15.89,1.4,144.448,118.4,351.3,41.4,17.28,0.296,0.0051,0.005,0.0237,0.049,0.353,30.7,3.36,7.04,5.44,0.77,14.2,4.06,7.66,29,544,181,1.63,27.8
220977,"A-D-B","AQ",2022-07-12,"1503",2022-07-14,"2022","July",1446,7.71,808,796.368,2,221.6,16.64,46.89,15.5,1.4,173.728,142.4,353,40.4,16.78,0.255,0.0264,0.0228,0.0815,0.118,0.43,30.7,3.36,7.04,5.44,0.57,14.2,4.06,7.66,29,544,181,1.63,27.8
220978,"A-M-S","AQ",2022-07-12,"1535",2022-07-14,"2022","July",1427,8.76,786,770.942,2.88659793814428,224.8,7.13,38.02,15.53,1.4,154.208,126.4,351,41.4,17.2,0.293,0.006,0.005,0.0226,0.022,0.356,30.7,3.36,7.04,5.44,0.58,14.2,4.06,7.66,29,544,181,1.63,27.8
220979,"A-M-B","AQ",2022-07-12,"1550",2022-07-14,"2022","July",1429,8.74,779,766.341,2,215.6,6.52,46.44,15.24,1.4,173.728,142.4,340,40.1,16.89,0.274,0.0106,0.005,0.052,0.111,0.327,30.7,3.36,7.04,5.44,0.57,14.2,4.06,7.66,29,544,181,5.27,27.8
220980,"A-TMI-S","AQ",2022-07-12,"1345",2022-07-14,"2022","July",1437,8.74,788,777.838,3.82978723404258,227.6,6.99,36.64,15.78,1.4,154.208,126.4,356,41.957,16.95,0.291,0.0222,0.005,0.0345,0.081,0.61,30.7,3.36,7.04,5.44,1.62,14.2,4.06,7.66,29,544,181,1.63,27.8
220981,"B-BC-S","AQ",2022-07-11,"1355",2022-07-12,"2022","July",631,8.6,382,382.362,8.00000000000011,47.92,4.8,32.55,39.52,27.84,242.048,221.6,33.172,72,19.4,0.4,0.0507,0.0124,0.0578,0.04,0.525,30.7,3.36,7.04,5.44,1.47,14.2,4.06,7.66,29,544,181,5.5,27.8
220982,"B-BC-B","AQ",2022-07-11,"1420",2022-07-12,"2022","July",638,7.79,279,383.353,5.99999999999966,43.77,3.51,41.08,37.4,1.4,300.608,246.4,28.873,59,21.6,0.369,0.0836,0.045,0.1855,0.28,0.503,30.7,3.36,7.04,5.44,0.57,14.2,4.06,7.66,29,544,181,102.9,27.8
220983,"B-D-S","AQ",2022-07-11,"1445",2022-07-12,"2022","July",549,8.8,314,330.996,8.00000000000011,39.41,3.17,28.2,35.22,32.64,215.696,204,25.887,57.249,19.3,0.347,0.0178,0.0068,0.0543,0.16,0.368,30.7,3.36,7.04,5.44,2.58,14.2,4.06,7.66,29,544,181,6.44,27.8
220984,"B-D-B","AQ",2022-07-11,"1502",2022-07-12,"2022","July",579,7.89,338,346.649,2,32.48,3.09,47.56,31.26,1.4,287.92,236,21.843,49.193,19.6,0.313,0.0688,0.0587,0.1691,0.023,0.327,30.7,3.36,7.04,5.44,0.57,14.2,4.06,7.66,29,544,181,41.73,27.8
220986,"B-M-S","AQ",2022-07-11,"1520",2022-07-12,"2022","July",552,8.83,329,330.083,2,39.29,3.05,28.63,35.53,35.52,209.84,201.6,25.627,57.557,19.4,0.348,0.018,0.005,0.0455,0.039,0.349,30.7,3.36,7.04,5.44,1.11,14.2,4.06,7.66,29,544,181,3.94,27.8
220987,"B-M-B","AQ",2022-07-11,"1538",2022-07-12,"2022","July",588,7.86,337,347.727,2,32.77,3.04,47.39,31.8,1.4,298.656,244.8,21.53,44.176,20.03,0.319,0.0953,0.0964,0.2628,0.111,0.454,30.7,3.36,7.04,5.44,0.57,14.2,4.06,7.66,29,544,181,61.92,27.8
220988,"B-MBL-S","AQ",2022-07-11,"1602",2022-07-12,"2022","July",552,8.82,338,335.171,2,39.88,3.07,29.5,35.9,28.8,222.528,206.4,25.809,57.533,19.6,0.343,0.0184,0.005,0.0486,0.039,0.332,30.7,3.36,7.04,5.44,0.85,14.2,4.06,7.66,29,544,181,2.97,27.8
220989,"C-BCF-S","AQ",2022-07-13,"845",2022-07-14,"2022","July",1415,8.38,765,761.918,2,221.4,6.23,43.21,15.8,1.4,161.04,132,339.2,39.869,16.8,0.273,0.0591,0.005,0.0217,0.209,0.666,30.7,3.36,7.04,5.44,0.77,14.2,4.06,7.66,29,544,181,3.82,27.8
220990,"C-BD-S","AQ",2022-07-13,"815",2022-07-14,"2022","July",1448,7.99,788,779.129,2,224.1,6.37,45.44,15.8,1.4,168.848,138.4,347,40.239,17.1,0.266,0.0368,0.005,0.0445,0.04,0.534,30.7,3.36,7.04,5.44,0.6,14.2,4.06,7.66,29,544,181,1.63,27.8
220991,"C-D-S","AQ",2022-07-13,"922",2022-07-14,"2022","July",1407,8.51,790,758.713,2,218.9,6.35,42.29,15.52,1.4,163.968,134.4,339,39.246,16.7,0.281,0.0327,0.005,0.0246,0.067,0.611,30.7,3.36,7.04,5.44,0.57,14.2,4.06,7.66,29,544,181,1.63,27.8
220992,"C-D-B","AQ",2022-07-13,"940",2022-07-14,"2022","July",1424,7.72,795,764.269,2,216.8,6.23,45.9,15.49,1.4,173.728,142.4,338,39.212,17,0.277,0.0311,0.019,0.0869,0.197,0.433,30.7,3.36,7.04,5.44,0.57,14.2,4.06,7.66,29,544,181,1.63,27.8
220993,"C-M-S","AQ",2022-07-13,"1010",2022-07-14,"2022","July",1412,8.18,781,754.114,2,216,6.32,43.16,15.63,1.4,159.088,130.4,339,39.11,16.6,0.279,0.0453,0.005,0.0197,0.054,0.718,30.7,3.36,7.04,5.44,0.57,14.2,4.06,7.66,29,544,181,1.63,27.8
220994,"GR-D-S","AQ",2022-07-13,"1505",2022-07-14,"2022","July",1362,8.54,750,731.138,6.36363636363633,204.2,6.09,45.6,16.7,1.4,183.488,150.4,313,38.369,16.8,0.298,0.0548,0.0347,0.0469,0.139,0.399,30.7,3.36,7.04,5.44,0.57,14.2,4.06,7.66,29,544,181,8.07,27.8
220995,"R-CRS-S","AQ",2022-07-12,"1107",2022-07-14,"2022","July",1522,8.55,840,818.82,2.55102040816327,243.6,6.75,41.92,16.7,1.4,154.208,126.4,375,43.382,15.6,0.221,0.0097,0.005,0.019,0.028,0.368,30.7,3.36,7.04,5.44,0.91,14.2,4.06,7.66,29,544,181,1.63,27.8
220996,"R-CRS-B","AQ",2022-07-12,"1128",2022-07-14,"2022","July",1464,7.66,807,789.299,2.04081632653061,220.8,10.08,50.33,15.6,1.4,183.488,150.4,345.7,39.798,16.2,0.213,0.0225,0.012,0.0236,0.551,0.464,30.7,3.36,7.04,5.44,0.57,14.2,4.06,7.66,29,544,181,2.64,27.8
220997,"R-D-S","AQ",2022-07-12,"1015",2022-07-14,"2022","July",1539,8.59,828,841.537,2,243.1,14.55,41.46,16.6,1.4,163.968,134.4,386,43.537,15.6,0.218,0.0084,0.005,0.0331,0.05,0.356,30.7,3.36,7.04,5.44,0.76,14.2,4.06,7.66,29,544,181,1.63,27.8
